"139","آخچهآقچه","ĀkhchaĀqchah","Aqcha","citykhanate"
"140","پسکنت","Pskent","","village"
"141","آقمسجد","Ak-MechetKyzylorda","",""
"142","اقسو","AksuAqsu","","city"
"143","یارکنديەكەن","YarkandYarkend","","city"
"144","کورلا","Korla","",""
"145","خطای","ChinaQing Empire","","polity"
"146","کولاب","Kūlāb","","citytuman"
"147","متین","Matīn","","village"
"148","اوترار","Utrar","","village"
"149","عشق آباد","ʿIshq ĀbādAshgabat","Ashgabat","city"
"150","قزوین","Qazvīn","","cityprovince"
"151","دامان","Dāmān","","village"
"152","شروانشروان","Shīrwān","","province"
"153","فرغانه","FarghānaFerghana Valley","","region"
"154","حجاز","Ḥijāz","","province"
"155","قرنق","Qarnaq","","village"
"156","دهبید","Dahbīd","","village"
"157","قرنب","QarnabKarnab","Qarnab","province"
"158","قره ایرساری","Qara Irsari","","villagedistrict"
"159","سغد","Sughud","","village"
"160","مزاخین","MazakhinMuzakhin","","village"
"161","سیرماسپیجاب‎سايرام","SayramIspījāb","Sayram","village"
"163","چقماقچوقماق","Chuqmaq (village)","","village"
"164","شاه جهان آباد","Shahjahanabad","","city"
"165","سوزاق","Suzaq","",""
"166","دوآبه","Doāba","","village"
"167","اجرقره","Ajr Qara","","village"
"168","تلس","Talas","",""
"169","توره قورغان","Tura Qurghan","",""
"170","اوش","Osh","Osh","city"
"171","کاسان","Kāsān","","city"
"172","چادک","ChādakChodak","Chadak","citytown"
"173","چوست","Chūst","","city"
"174","جاندار","Jāndār","","village"
"175","بسطام","Bistam","",""
"176","میمنه","Maymana","Maymana","city"
"177","رامتین","RāmitīnRomitan","","village"
"178","اندخوداندخوی","AndkhoyAndakhūd","","village"
"179","القدس","Jerusalem","Jerusalem","city"
"180","غزه","GhazaGaza","","city"
"181","پنجشنبه","PanjshanbaPanjshambe","","village"
"182","گجرات","Gujarat","","province"
"184","اورنگ آباد","Aurangabad","","city"
"185","حیدرآباد","Hyderabad","Hyderabad","city"
"186","کانپور","Kanpur","",""
"187","ختن","Khotan","",""
"188","جون پور","Jaunpur","","citykhanate"
"189","اوزجند","Uzjand","","village"
"190","ملتان","Multan","","city"
"191","برهانپور","Burhanpur","",""
"192","خلد آباد","Khuldabad","","district"
"193","دولت آباد","DawlatabadDaulatabadDeogiri","","fortresscity"
"194","گلبرگه","Gulbarga","","fortresscity"
"195","بیجاپور","BijapurVijayapur","","city"
"196","کشتوت","KshtutKishtut","","provincevillage"
"197","اورنگ آباد","Aurangabad (Suba)","","subacityprovince"
"198","دربند","DerbentDarbant","","district"
"199","پاره کنت","Pārakent","","village"
"200","زرنج","Zarnuj","","city"
"201","","Odessa","","cityport"
"202","","Shugnan","","districtvillage"
"203","","KelifКелиф","",""
"204","فیض آباد","Fayzabad","Fayzabad","city"
"205","پنجکند","Panjakent","","village"
"206","","MoscowМосква","","city"
"207","قندهار","KandaharQandahār","","vilayatcity"
"208","پیکندبیکند","PaykentPaykandBaykent","Paykand","villagecity"
"209","","Samarqand (province)Samarkand","","provincevilayat"
"210","","Manghit Bukhara (polity)","","polity"
"211","","TurkestanRussian Turkestan","","province"
"1001","ملا محمد شریف","Mulla Muhammad Sharif (Sangin)Ghaziyan","","madrasa"
"1003","زرگران","Zargaran","","madrasa"
"1009","قطب الاختیار غوث الابرار خواجه ناصر الله و الدین حضرت خواجه عبید الله احرار قدس سره","Khwaja Ubaidallah Ahrar","","madrasa"
"1011","قاضی غفور","Qazi Ghufur","","madrasa"
"1014","فوق الذکر","Fawq al-Zikr","","madrasa"
"1015","کهبند","Kuhband","","madrasa"
"1017","احمدجان پوستیند دوز","Ahmad Jan Pustin Duz","","madrasamosque"
"1020","مادرخان","Madar-i Khan","","madrasa"
"1021","عبدالله خان","Abdallah Khan","","madrasamosque"
"1022","میر دوستوم بی","Mir Dustum Bey","","madrasamosque"
"1024","حاجی عبد الملک","Hajji Abd al-Malik","","madrasa"
"1025","چوچوک اییم سنگین","Chuchuk Ayyim Sangin","","madrasa"
"1026","نقیب","Naqib","","madrasa"
"1028","قلماق جان آییم","Qalmaqjan Ayyim","","madrasa"
"1030","جویبارچه","Juybarchah","","madrasa"
"1031","شرافت بانو","Sharafat Banu","","madrasa"
"1032","میرکان کهنه","Mirakan-i Kuhna","","madrasakhanaqah"
"1033","میان اسحاق","Miyan Ishaq","","madrasa"
"1034","میر ابراهیم","Mir Ibrahim","","madrasa"
"1035","قاری وقایة الله","Qari Wiqayatallah","","madrasa"
"1036","یولداش شهرسبزی","Yuldash Shahrisabzi","","madrasa"
"1037","غازیان کلان","Ghaziyan-i Kalan","","madrasa"
"1039","میرزا عبد الغفور","Mirza Abd al-GhafurMirza Ghafur","","madrasamosque"
"1040","تاج الدین","Taj al-Din","","madrasa"
"1042","بالای حوض","Bala-i Hawz","","madrasa"
"1043","نظرچه","Nazarchah","","madrasa"
"1044","عسکر بی","Askar Bay","","madrasamosque"
"1045","دار الشفا","Dar al-Shifa'","","madrasalibrary"
"1046","پاینده بی","Payanda-biy","","madrasa"
"1047","شادیم بی","Shadim Bay","","madrasa"
"1048","افغان","Afghan","","madrasa"
"1050","میر جا نعلی","Mir Ja Na'li","","madrasa"
"1051","آخوند خاوند","Akhund Khawand","","madrasa"
"1052","چوبین عبد الرحمن","Chubin Abd al-Rahman","","madrasa"
"1053","مضراب بیک","Mizrab Bek","","madrasa"
"1054","امیر عالم خان","Amir Alim Khan","","madrasa"
"1055","میر عرب","Mir-i Arab","","madrasa"
"1056","نو بدل بیک","Naw Badal Bek","","madrasa"
"1057","محمد نظر پروانچی","Muhammad Nazar Parvanchi","","madrasa"
"1058","حاجی رحمت الله","Hajji Rahmatallah","","madrasa"
"1059","رحمن قل","Rahman-quli","","madrasa"
"1060","دوست چهره آقاسی","Dust Chahrah Aqasi","","madrasamosque"
"1062","نصر الدین بای فرشی گی","Nasrallah al-Din Bay Farshigi","","madrasa"
"1063","اوتکور قوشبیگی","Utkur Qushbigi","","madrasa"
"1064","حاجی زاهد","Hajji Zahid","","madrasa"
"1065","حسین بای","Husayn Bay","","madrasa"
"1067","مهتر قافلان","Mihtar-i Qafilan","","madrasa"
"1068","چوبین کپه","Chubin Kappa","","madrasa"
"1069","حاجی بقا بای","Haji Baqa Bay","","madrasa"
"1070","عوض بای عرب","Awaz Bay Arab","","madrasa"
"1072","بابای نانکش","Baba-i Nankash","","madrasamosque"
"1073","میرزا توردی","Mirza Tawarrudi","","madrasa"
"1074","باقیجان قوشبیگی","Baqijan Qushbigi","","madrasa"
"1077","مادرخان","Madar-i Khan-i Khurd","","madrasamosque"
"1078","عبد الرشید افغان","Abd al-Rashid Afghan","","madrasa"
"1079","کهبند","Kahband","","madrasa"
"1080","عبد الحفیظ بای","Abd al-Hafiz Bay","","madrasa"
"1081","پشیمان","Pushayman","","madrasa"
"1083","بدر الدین","Badr al-Din","","madrasa"
"1084","کاوکشان","Gawkushan Madrasa","","madrasa"
"1085","عبد المومن بای","Abd al-Mu'min Bay","","madrasa"
"1086","عالم جان بای","Alim-jan Bay","","madrasamosque"
"1087","محمد امین خواجه","Muhammad Amin KhwajaDumba Jushak","","madrasa"
"1088","چوبین ملا محمد شریف","Chubin Mulla Muhammad Sharif","","madrasa"
"1089","محمد یونس اناق بی","Muhammad Yunus Inaq Bay","","madrasa"
"1090","گریبان چاک","Giriban Chak","","madrasa"
"1091","چوبین چوچوک آیم","Chubin Chuchuk Ayim","","madrasa"
"1092","غربیه","Gharbiyya","","madrasalibrary"
"1093","چوقماق","Chuqmaq","","madrasa"
"1094","توز قل بای","Tuz Qul Bay","","madrasa"
"1095","میرزا بیک","Mirza Bek","","madrasa"
"1096","ایشان پیر","Ishan Pir","","madrasa"
"1097","میرزا عبید","Mirza 'Ubayd","","madrasa"
"1098","مدرسه خانقاه دیوانبیگی","Madrasa Nadir Diwanbigi","","madrasa"
"1100","کوکلتاشقلباباقلبابا کوکلتاش","KukaltashQulbaba","","madrasa"
"1103","شرشره","Sharsharah","","madrasa"
"1104","خواجه بلغار","Khwaja Bulghar","","madrasamosque"
"1105","داملا حسن","Damulla Hasan","","madrasa"
"1106","ابراهیم آخوند","Ibrahim Akhund","","madrasa"
"1107","جعفر خواجه نقیب","Ja'far Khwaja Naqib","","madrasa"
"1108","عبد النجا بای","Abd al-Naja Bay","","madrasa"
"1109","جنت مکان","Jinnat Makan","","madrasa"
"1111","","Hajji Jum'ah Bay","","madrasa"
"1114","عبد السمیع ایشان","Abd al-Sami' Ishan","","madrasa"
"1115","سید امین بای خواجین","Sayyid Amin Bay Khwajayn","","madrasa"
"1116","قاری سلطان","Qari Sultan","","madrasa"
"1117","ملا سید خواجه","Mulla Sayyid Khwaja","","madrasa"
"1118","فاضل ایشان","Fazil Ishan","","madrasa"
"1119","محمد امین توبچی باشی","Muhammad Amin Tupchi Bashi","","madrasa"
"1120","یاش اوزاق بیک","Yash Awzaq Bik","","madrasa"
"1122","عبد الکریم بای عطار","Abd al-Karim Bay 'Attar","","madrasa"
"1123","مهتر عنبر","Mihtar 'Anbar","","madrasamosque"
"1124","قاری سید خواجه","Qari Sayyid Khwaja","","madrasa"
"1125","پاچا خواجه","Pacha Khwaja","","madrasa"
"1127","خلیفه حسین","Khalifa HusaynHusayni Madrasa","","madrasakhanaqahmosque"
"1128","عباد الله خواجه","I'badallah Khwaja","","madrasa"
"1129","حاجی قربان","Haji Qurban","","madrasa"
"1130","حاجی سلیم","Haji Salim","","madrasa"
"1132","آخوند عارف خان","Akhund 'Arif Khan","","madrasa"
"1133","محسن خواجه اوراق","Muhsin Khwaja Awraq","","madrasa"
"1135","ملا عبد الخالق","Mulla Abd al-Khaliq","","madrasa"
"1136","حاجی قربان خواجه","Hajji Qurban Khwaja","","madrasa"
"1137","ملا یار آخوند","Mulla Yar Akhund","","madrasa"
"1138","عبد الخلیل بای","Abd al-Khalil Bay","","madrasa"
"1139","ملا همراه","Mulla Hamrah","","madrasa"
"1140","خاور آی","Khawar Ay","","madrasa"
"1141","ادریس خواجه","Idris Khwaja","","madrasa"
"1142","امیر نصرالله","Amir Nasrallah","","madrasa"
"1143","بابای آل","Baba-i Al","","madrasa"
"1144","میرزا برهان","Mirza Burhan","","madrasa"
"1145","منغیت آیم","Manghit Ayim","","madrasa"
"1146","میر جمال زرگر","Mir Jamal Zargar","","madrasa"
"1147","جوره بای","Jurah Bay","","madrasa"
"1149","قاری عبد السلام","Qari Abd al-Salam","","madrasa"
"1150","فتح الله بای","Fathallah Bay","","madrasa"
"1151","صدر بی","Sadr Bay","","madrasa"
"1152","خواجه قربان","Khwaja Qurban","","madrasa"
"1153","مختار خواجه اقسقال","Mukhtar Khwaja Aqsaqal","","madrasa"
"1154","عبد الرحیم بای","Abd al-Rahim Bay","","madrasa"
"1155","عاشور جان","'Ashur Jan","","madrasa"
"1156","خواجه الفت","Khwaja Ulfat","","madrasa"
"1157","شیر کران","Shirgaran","","madrasa"
"1158","شیخ الاسلام","Shaykh al-Islam","","madrasa"
"1159","امین جان","Amin Jan","","madrasa"
"1160","حسن بای","Hasan Bay","","madrasa"
"1161","اسکندر خان","Iskandar Khan","","madrasamosque"
"1162","استیمور","Astimur","","madrasa"
"1163","میر بقا بای","Mir Baqa Bay","","madrasa"
"1164","میر کمال","Mir KamalMir Kamal-Sarraf","","madrasa"
"1165","خدیر بای","Khadir Bay","","madrasa"
"1166","مولوی حسن جواجه","Mavlavi Hasan Khwajah","","madrasa"
"1167","لقمان جان","Luqman Jan","","madrasa"
"1168","عبد العزیز خان","Abd al-Aziz Khan","","madrasa"
"1171","عزیزان","Azizan","","madrasa"
"1172","بابا قوقابه","Baba Quqabah","","madrasa"
"1173","اوغول آی","Ughul Ay","","madrasa"
"1174","قاسم خواجه","Qasim Khwajah","","madrasa"
"1175","مولانا شریف","Mawlana Sharif","","madrasamosque"
"1176","کتّه خواجه","Katta Khwajah","","madrasa"
"1177","ملا روزی","Mulla Ruzi","","madrasa"
"1178","شاه اخسی","Shah Akhsi","","madrasa"
"1179","اکرام خواجه","Ikram Khwajah","","madrasa"
"1180","ملا سلطان","Mulla Sultan","","madrasa"
"1181","اختیار خان","Ikhtiyar Khan Akhund","","madrasa"
"1182","میر شاه خواجه","Mir Shah Khwajah","","madrasa"
"1183","استا بهادر","Usta Bahadur","","madrasa"
"1184","خانقاه عالم خواجه","Khanaqah 'Alim Khwjah","","madrasa"
"1185","بابا جان بای","Babajan Bay","","madrasa"
"1187","میرزا فضیل بای","Mirza Fuzayl Bay","","madrasa"
"1188","قاضی حسن خواجه","Qazi Hasan Khwajah","","madrasa"
"1189","کته خواجه","Katta Khwajah","","madrasa"
"1190","قاضی ابو الحسن خواجه","Qazi Abu al-Hasan Khwajah","","madrasa"
"1191","سرای طشت","Saray Tasht","","madrasa"
"1192","عبد الرحمن بای","Abd al-Rahman Bay","","madrasa"
"1193","حیات جان","Hayat Jan","","madrasa"
"1194","عبد الله کاتب","Abdallah Katib","","madrasa"
"1195","عبد الرحمن بیک","Abd al-Rahman Bik","","madrasa"
"1196","عبد النظر مفتی","Abd al-Nazar Mufti","","madrasa"
"1197","کوچک","Kuchak","","madrasa"
"1198","حافظ قنغرات","Hafiz Qunghrat","","madrasa"
"1199","کهنه بدل بیک","Kuhnah Badal Bik","","madrasa"
"1201","علاقه بندان","Alaqa Bandan","","madrasa"
"1202","مهدیخواجه","Mahdi Khwaja","","madrasa"
"1203","خلیفه خدایداد","Khalifa Khudaydad","","madrasamosque"
"1204","مهتر عارف","Mihtar Arif","","madrasa"
"1205","سلیم بیک بی دیوانبیگی","Salim Bik Bay Diwanbigi","","madrasa"
"1206","میرزا حیدر","Mirza Haydar","","madrasa"
"1207","زبیده آیم","Zubayda Ayim","","madrasa"
"1208","شیخ جلال","Shaykh Jalal","","madrasa"
"1209","سرای آیم","Saray Ayim","","madrasa"
"1210","مهتر اوراک","Mihtar Awrak","","madrasa"
"1211","یاش اوزاق بیک","Yash Uzoq Bik","","madrasa"
"1212","توبچی باشی","Tupchi Bashi","","madrasa"
"1213","قاضی سلیم","Qazi Salim","","madrasa"
"1215","ایاز بی","Ayaz Bay","","madrasa"
"1216","محمد علی حاجی","Muhammad Ali Haji","","madrasa"
"1217","حضرت خواجه عارف سرمزار","Hazrat Khwajah Arif","","madrasa"
"1218","محومدیّه","Mahmudiyah","","madrasa"
"1219","مظفری","Muzaffari","","madrasa"
"1220","چقور","Chuqūr","","madrasa"
"1221","امارت پناه محمد رضا عتاق حاجی الحرمین الشریفین","Muhammad Riza 'Ataq","","madrasa"
"1222","شیر محمد بای","Shir Muhammad Bay","","madrasa"
"1223","سرای","Saray","","madrasa"
"1224","","Mir Bik(ai)","","madrasa"
"1225","عبد الله خان","Abdallah Khan","","madrasa"
"1226","","Goli","","madrasa"
"1232","محمود بن قلندر جان","Mahmud bin Qalandarjan","","madrasa"
"1233","جدّ مجید","Jadd-i Majid","","madrasa"
"1234","خانم","Khanum","","madrasa"
"1235","مدرسهً سرمزار امیر مومنان","Amir-i Mu'minan Ali Abi Talib","","madrasa"
"1236","خال بای ایشیک اقاسی کینگس","Khal Bey Eshik Aqasi Kenagis","","madrasa"
"1237","ینوس خان","Yunus Khan","","madrasa"
"1238","पानचक्की","Takiyya of Shah Musafir","","shrinesufitakiyyamosque"
"1239","عبد القادر حکمة الدین","Abdul Qadir Hakimuddin","","dargahshrinesufi"
"1240","برهان الدین غریب","Burhanuddin Gharib Chishti","","sufishrinerawza"
"1241","خواجہ بندہ نواز گیسو دراز","Gesu DarazKwaja Bande Nawaz","",""
"1246","کتاب خانه خواجه پارسا","Kitab-Khana-i Khwaja-i Parsa","","library"
"1247","حضرت خواجه محمد پارسا","Khwaja Muhammad Parsa","","madrasa"
"1004","مسجد جامع میرزا الغ بیگ بن میرزا شاهرخالغ بیک","Ulugh Beg Madrasa","","madrasa"
"1101","دیوانبیگی","Diwanbigi","","madrasa"
"1027","خیابان","Khiyaban","","madrasamosque"
"1126","فتح الله قوشبیگی","Fathallah Qushbigi","","madrasa"
"1186","کلاباد","Kalabad","","madrasa"
"1227","عوض بای","Awaz Bay Arab","","madrasa"
"1170","میرزا الغ بیک","Mirza Ulugh Bik","","madrasa"
"1200","مولانا مسکین","Miskin","","madrasa"
"1005","قدوة الفضلاء جناب قاضی ساقی","Qazi Saqi","","madrasa"
"1007","شیردار","Shir Dar","","madrasa"
"1248","شیردار","Shir Dar","","madrasa"
"1112","ملا ایرنظر","Mulla Iyrnazar","","madrasa"
"1008","طلاکاری","Tilla-kari","","madrasa"
"1012","ندر محمد دیوانبیگی این مدرسه مشهور به شیر دار دویم","Nadr Muhammad Diwanbigi / Shirdar 2","","madrasakhanaqah"
"1006","سید احمد خواجه","Sayyid Ahmad Khwaja","","madrasa"
"1041","گوسفندعبد العزیز خانبازار گوسفند","Gusfand (Madrasa-i Fathallah Guspand-Jallab)Abd al-Aziz KhanBazar-i Gusfand","","madrasa"
"1075","اتالیق","Ataliq","","madrasamosque"
"1029","جویبار کلان","Juybar-i Kalan","","madrasa"
"1018","اسیری","Asiri","","madrasa"
"1131","بی بی خلیفه","Bibi Khalifa","","madrasa"
"1214","خواجه دولت","Khwajah Dawlat","","madrasa"
"1019","محمد علی حاجی","Muhammad Ali Haji","","madrasa"
"1242","سید کریم محمد","Sayyid Karim Muhammad","","sufishrine"
"1243","سید عبد الرحیمؤ","Sayyid Abd al-Rahim","","sufishrine"
"1229","نظرک","Nazarak","","madrasa"
"1099","ترسونجان","Tursunjan","","madrasa"
"1134","خلیفه نیازقلچهار منار","Khalifa NiazqulChahar Minar","","madrasa"
"1082","اعلمعبد الرحمن اعلم","A'lamAbd al-Rahman A'lam","","madrasa"
"1010","عالی","ʿĀlī","","madrasa"
"1228","شمسیه بانو","Shamsiyah Banu","","madrasa"
"1230","تاج الشریعه","Taj al-Shari'a","","madrasa"
"1113","داملا شیر","Damulla Shir","","madrasa"
"1076","اسماعیل خواجه","Isma'il Khwaja","","madrasa"
"1023","جعفر خواجه","Ja'far Khwaja","","madrasa"
"1061","خواجه نهال","Khwaja Nihal","","madrasa"
"1038","عالی چوبین","Ali Chubin","","madrasa"
"1071","حاجی قاسم","Haji Qasim","","madrasa"
"1121","سید کمال","Sayyid Kamal","","madrasa"
"1102","قاضی لطیف","Qazi Latif","","madrasa"
"1244","رباط محمد ذاکر البخاری","Ribat Muhammad Dhakir al-Bukhari","","rubatribat"
"1169","عبد الشکور بای","Abd al-Shukur Bay (in guzar-i Azizan)","","madrasamosque"
"1245","رباط محمد عبد الشکور البخاری","Ribat Muhammad Abd al-Shukur Bukhari","","ribat"
"1066","میرزا همدم","Mirza Hamdam","","madrasa"
"1148","عبد الشکور بای","Abd al-Shukur Bay (in Guzar-i Muhammad Ali Hajji)","","madrasa"
"1049","حاجی بهادر","Hajji Bahadur","","madrasa"
"1110","رحمت الله توقسابهترکمان","Rahmatallah TuqsabahTurkman","","madrasa"
"5000"," خانقاه جویبار","","","neighborhoodguzar"
"5002","آی بی اناق","","","neighborhoodguzar"
"5003","أجياد المصافي","","","neighborhoodguzar"
"5007","ارک بخارا","","","neighborhoodguzar"
"5008","استاروحی","","","neighborhoodguzar"
"5009","اسیری","Mawlana Asiri (Guzar)","","neighborhoodguzar"
"5013","امیری","Amiri (Guzar)","","neighborhoodguzar"
"5014","اولیای غریب","Awliyayi Gharib (Guzar)","","neighborhoodguzar"
"5015","ای بی اناق","","","neighborhoodguzar"
"5016","ایشان پیر","Eshan Pir (Guzar)","","neighborhoodguzar"
"5017","بابای آل","","","neighborhoodguzar"
"5018","بابای نانکش","Baba-yi Nankash (Guzar)","","neighborhoodguzar"
"5019","بازار خواجه","","","neighborhoodguzar"
"5021","بازار ریسمان","","","neighborhoodguzar"
"5022","بازار فوته","","","neighborhoodguzar"
"5023","بازار گل","Bazar-i Gul (Guzar)","","neighborhoodguzar"
"5024","بالای حوض","","","neighborhoodguzar"
"5025","بر کیان","","","neighborhoodguzar"
"5026","پاچا خواجه","","","neighborhoodguzar"
"5027","پاچا قل حاجیپادشاه قل حاجی","Pachchah Qul-Hajji (Guzar)","","neighborhoodguzar"
"5029","پای آستانه","Payi Astana (Guzar)","","neighborhoodguzar"
"5031","تحت یتم","","","neighborhoodguzar"
"5034","تیرگران","","","neighborhoodguzar"
"5035","جا نعلی","","","neighborhoodguzar"
"5036","جا نقوت","","","neighborhoodguzar"
"5038","جعفر خواجه","Ja'far Khwaja (Guzar)","","neighborhoodguzar"
"5043","جنیان","","","neighborhoodguzar"
